cpt_name,reason,description
CPT_55393 , Type 05 , Repeated digit - investigating
CPT_55394 , Type 02 ,Duplicate location
CPT_55395 , Type 05 , Repeated digit - investigating
CPT_55396 , Type 05 , Repeated digit - investigating
CPT_55397 , Type 02 ,Duplicate location
CPT_55399 , Type 05 , Repeated digit - investigating
CPT_5540 , Type 04 , negative value - discarding
CPT_5541 , Type 05 , Repeated digit - investigating
CPT_55410 , Type 02 ,Duplicate location
CPT_55419 , Type 06 , depth<5: 3.08
CPT_55423 , Type 02 ,Duplicate location
CPT_55432 , Type 02 ,Duplicate location
CPT_55443 , Type 06 , depth<5: 4.81
CPT_55447 , Type 02 ,Duplicate location
CPT_55448 , Type 06 , depth<5: 4.66
CPT_55451 , Type 06 , depth<5: 3.48
CPT_55453 , Type 06 , depth<5: 2.97
CPT_55472 , Type 05 , Repeated digit - investigating
CPT_55473 , Type 05 , Repeated digit - investigating
CPT_55474 , Type 05 , Repeated digit - investigating
CPT_55475 , Type 05 , Repeated digit - investigating
CPT_55492 , Type 06 , depth<5: 2.66
CPT_55493 , Type 06 , depth<5: 2.96
CPT_55497 , Type 06 , depth<5: 4.66
CPT_55502 , Type 02 ,Duplicate location
CPT_55503 , Type 02 ,Duplicate location
CPT_55504 , Type 02 ,Duplicate location
CPT_55505 , Type 02 ,Duplicate location
CPT_55506 , Type 02 ,Duplicate location
CPT_55507 , Type 02 ,Duplicate location
CPT_55508 , Type 02 ,Duplicate location
CPT_55509 , Type 02 ,Duplicate location
CPT_55510 , Type 02 ,Duplicate location
CPT_55511 , Type 02 ,Duplicate location
CPT_55512 , Type 02 ,Duplicate location
CPT_55513 , Type 02 ,Duplicate location
CPT_55514 , Type 02 ,Duplicate location
CPT_5553 , Type 06 , depth<5: 3.47
CPT_5554 , Type 06 , depth<5: 3.72
CPT_55544 , Type 06 , depth<5: 3.64999999999997
CPT_5555 , Type 06 , depth<5: 4.34
CPT_55558 , Type 05 , Repeated digit - investigating
CPT_55568 , Type 05 , Repeated digit - investigating
CPT_55570 , Type 05 , Repeated digit - investigating
CPT_55573 , Type 06 , depth<5: 3.35
CPT_55574 , Type 06 , depth<5: 4.98
CPT_55575 , Type 07 , depth range <5: 4.92
CPT_55577 , Type 06 , depth<5: 1.34
CPT_55578 , Type 06 , depth<5: 1.4
CPT_55579 , Type 06 , depth<5: 1.74
CPT_55581 , Type 06 , depth<5: 1.14
CPT_55582 , Type 06 , depth<5: 1.18
CPT_55585 , Type 06 , depth<5: 3.11
CPT_55586 , Type 02 ,Duplicate location
CPT_55588 , Type 02 ,Duplicate location
CPT_55592 , Type 02 ,Duplicate location
CPT_55594 , Type 06 , depth<5: 3.75
CPT_55595 , Type 06 , depth<5: 3.09
CPT_55597 , Type 06 , depth<5: 3.49
CPT_5560 , Type 05 , Repeated digit - investigating
CPT_55601 , Type 05 , Repeated digit - investigating
CPT_55605 , Type 05 , Repeated digit - investigating
CPT_55606 , Type 05 , Repeated digit - investigating
CPT_55607 , Type 05 , Repeated digit - investigating
CPT_5566 , Type 06 , depth<5: 4.1
CPT_55674 , Type 05 , Repeated digit - investigating
CPT_55675 , Type 06 , depth<5: 3.17999999999998
CPT_55677 , Type 06 , depth<5: 2.58999999999999
CPT_5568 , Type 06 , depth<5: 1.8
CPT_55683 , Type 05 , Repeated digit - investigating
CPT_55684 , Type 05 , Repeated digit - investigating
CPT_55685 , Type 05 , Repeated digit - investigating
CPT_55686 , Type 06 , depth<5: 0.65
CPT_55688 , Type 05 , Repeated digit - investigating
CPT_5569 , Type 06 , depth<5: 4.18
CPT_557 , Type 06 , depth<5: 2.68
CPT_5571 , Type 06 , depth<5: 4.06
CPT_5572 , Type 06 , depth<5: 4.14
CPT_55722 , Type 06 , depth<5: 3.56
CPT_55723 , Type 06 , depth<5: 4.08
CPT_55724 , Type 06 , depth<5: 3.92
CPT_55725 , Type 06 , depth<5: 3.12
CPT_55729 , Type 06 , depth<5: 3.66
CPT_55730 , Type 06 , depth<5: 1.84
CPT_55731 , Type 06 , depth<5: 1.7
CPT_55732 , Type 06 , depth<5: 1.52
CPT_55733 , Type 06 , depth<5: 3.38
CPT_55734 , Type 06 , depth<5: 4.41
CPT_55735 , Type 06 , depth<5: 4.31
CPT_55736 , Type 06 , depth<5: 4.72
CPT_55737 , Type 06 , depth<5: 1.37
CPT_55738 , Type 06 , depth<5: 4.84
CPT_55739 , Type 06 , depth<5: 4.27
CPT_55740 , Type 06 , depth<5: 3.82
CPT_55744 , Type 06 , depth<5: 1.86
CPT_55745 , Type 05 , Repeated digit - investigating
CPT_55746 , Type 05 , Repeated digit - investigating
CPT_55747 , Type 05 , Repeated digit - investigating
CPT_55748 , Type 05 , Repeated digit - investigating
CPT_55749 , Type 05 , Repeated digit - investigating
CPT_55750 , Type 05 , Repeated digit - investigating
CPT_55751 , Type 05 , Repeated digit - investigating
CPT_55752 , Type 05 , Repeated digit - investigating
CPT_55753 , Type 05 , Repeated digit - investigating
CPT_55754 , Type 05 , Repeated digit - investigating
CPT_55755 , Type 05 , Repeated digit - investigating
CPT_55756 , Type 05 , Repeated digit - investigating
CPT_55775 , Type 06 , depth<5: 0.48
CPT_55776 , Type 06 , depth<5: 1.84
CPT_55777 , Type 05 , Repeated digit - investigating
CPT_55778 , Type 06 , depth<5: 1.4
CPT_55779 , Type 06 , depth<5: 1.44
CPT_55786 , Type 05 , Repeated digit - investigating
CPT_55789 , Type 05 , Repeated digit - investigating
CPT_55791 , Type 06 , depth<5: 4.3
CPT_55792 , Type 06 , depth<5: 2.77
CPT_55793 , Type 06 , depth<5: 3.85
CPT_55794 , Type 06 , depth<5: 4.67999999999994
CPT_55795 , Type 06 , depth<5: 4.72999999999994
CPT_55797 , Type 06 , depth<5: 3.21999999999998
CPT_55798 , Type 06 , depth<5: 3.11999999999998
CPT_558 , Type 06 , depth<5: 4.2
CPT_5580 , Type 06 , depth<5: 3.92
CPT_55801 , Type 06 , depth<5: 3.52
CPT_55802 , Type 06 , depth<5: 3.88999999999996
CPT_55811 , Type 06 , depth<5: 0.76
CPT_55812 , Type 06 , depth<5: 3.34
CPT_55815 , Type 06 , depth<5: 1.02
CPT_55816 , Type 06 , depth<5: 4.28
CPT_55817 , Type 05 , Repeated digit - investigating
CPT_55822 , Type 05 , Repeated digit - investigating
CPT_55823 , Type 05 , Repeated digit - investigating
CPT_55824 , Type 05 , Repeated digit - investigating
CPT_55825 , Type 05 , Repeated digit - investigating
CPT_55827 , Type 05 , Repeated digit - investigating
CPT_55831 , Type 05 , Repeated digit - investigating
CPT_55833 , Type 05 , Repeated digit - investigating
CPT_55836 , Type 05 , Repeated digit - investigating
CPT_55837 , Type 05 , Repeated digit - investigating
CPT_5584 , Type 02 ,Duplicate location
CPT_55842 , Type 05 , Repeated digit - investigating
CPT_55843 , Type 05 , Repeated digit - investigating
CPT_55844 , Type 05 , Repeated digit - investigating
CPT_55845 , Type 05 , Repeated digit - investigating
CPT_55846 , Type 05 , Repeated digit - investigating
CPT_55847 , Type 05 , Repeated digit - investigating
CPT_55848 , Type 05 , Repeated digit - investigating
CPT_55849 , Type 05 , Repeated digit - investigating
CPT_55850 , Type 05 , Repeated digit - investigating
CPT_55851 , Type 05 , Repeated digit - investigating
CPT_55852 , Type 05 , Repeated digit - investigating
CPT_55853 , Type 05 , Repeated digit - investigating
CPT_55854 , Type 05 , Repeated digit - investigating
CPT_55855 , Type 05 , Repeated digit - investigating
CPT_55856 , Type 05 , Repeated digit - investigating
CPT_55857 , Type 05 , Repeated digit - investigating
CPT_55858 , Type 05 , Repeated digit - investigating
CPT_55859 , Type 05 , Repeated digit - investigating
CPT_55861 , Type 05 , Repeated digit - investigating
CPT_5587 , Type 05 , Repeated digit - investigating
CPT_55882 , Type 05 , Repeated digit - investigating
CPT_55883 , Type 06 , depth<5: 4.33
CPT_55884 , Type 06 , depth<5: 2.74
CPT_55887 , Type 07 , depth range <5: 3.79999999999994
CPT_55888 , Type 06 , depth<5: 3.51
CPT_55889 , Type 06 , depth<5: 4.52
CPT_559 , Type 06 , depth<5: 4.68
CPT_5590 , Type 05 , Repeated digit - investigating
CPT_55901 , Type 06 , depth<5: 2.28
CPT_55902 , Type 06 , depth<5: 0.78
CPT_55914 , Type 06 , depth<5: 4.46
CPT_55919 , Type 06 , depth<5: 4.1
CPT_5592 , Type 05 , Repeated digit - investigating
CPT_55923 , Type 05 , Repeated digit - investigating
CPT_55924 , Type 05 , Repeated digit - investigating
CPT_55926 , Type 05 , Repeated digit - investigating
CPT_55927 , Type 05 , Repeated digit - investigating
CPT_55928 , Type 05 , Repeated digit - investigating
CPT_5594 , Type 05 , Repeated digit - investigating
CPT_55960 , Type 01 , No record found: CPT_55960
CPT_55961 , Type 05 , Repeated digit - investigating
CPT_55966 , Type 01 , No record found: CPT_55966
CPT_55967 , Type 01 , No record found: CPT_55967
CPT_55969 , Type 05 , Repeated digit - investigating
CPT_55972 , Type 01 , No record found: CPT_55972
CPT_55975 , Type 01 , No record found: CPT_55975
CPT_55977 , Type 01 , No record found: CPT_55977
CPT_55992 , Type 06 , depth<5: 3.22
CPT_55993 , Type 06 , depth<5: 3.02
CPT_55994 , Type 06 , depth<5: 3.32
CPT_55995 , Type 05 , Repeated digit - investigating
CPT_56004 , Type 05 , Repeated digit - investigating
CPT_56005 , Type 05 , Repeated digit - investigating
CPT_56012 , Type 07 , depth range <5: 4.8
CPT_56015 , Type 07 , depth range <5: 4.8
CPT_56025 , Type 01 , No record found: CPT_56025
CPT_56046 , Type 01 , No record found: CPT_56046
CPT_56047 , Type 01 , No record found: CPT_56047
CPT_56048 , Type 01 , No record found: CPT_56048
CPT_56049 , Type 06 , depth<5: 2.81
CPT_56052 , Type 06 , depth<5: 0.86
CPT_56053 , Type 06 , depth<5: 0.84
CPT_56054 , Type 06 , depth<5: 1.18
CPT_56059 , Type 05 , Repeated digit - investigating
CPT_5606 , Type 02 ,Duplicate location
CPT_5607 , Type 02 ,Duplicate location
CPT_56078 , Type 06 , depth<5: 3.47
CPT_56079 , Type 02 ,Duplicate location
CPT_561 , Type 06 , depth<5: 3.64
CPT_56112 , Type 06 , depth<5: 4.4
CPT_56113 , Type 06 , depth<5: 4.94
CPT_5612 , Type 06 , depth<5: 3.02
CPT_5613 , Type 06 , depth<5: 3.6
CPT_5614 , Type 06 , depth<5: 4.82
CPT_56144 , Type 05 , Repeated digit - investigating
CPT_56146 , Type 06 , depth<5: 2.78
CPT_56147 , Type 06 , depth<5: 1.58
CPT_56148 , Type 01 , No record found: CPT_56148
CPT_56149 , Type 01 , No record found: CPT_56149
CPT_5615 , Type 02 ,Duplicate location
CPT_56151 , Type 01 , No record found: CPT_56151
CPT_56152 , Type 01 , No record found: CPT_56152
CPT_56153 , Type 06 , depth<5: 3.77
CPT_56154 , Type 02 ,Duplicate location
CPT_56158 , Type 02 ,Duplicate location
CPT_56161 , Type 01 , No record found: CPT_56161
CPT_56162 , Type 01 , No record found: CPT_56162
CPT_56169 , Type 05 , Repeated digit - investigating
CPT_56170 , Type 06 , depth<5: 3.98
CPT_56172 , Type 06 , depth<5: 4.8
CPT_56174 , Type 05 , Repeated digit - investigating
CPT_56175 , Type 06 , depth<5: 3.64
CPT_56177 , Type 06 , depth<5: 4.3
CPT_56179 , Type 05 , Repeated digit - investigating
CPT_56180 , Type 05 , Repeated digit - investigating
CPT_56181 , Type 06 , depth<5: 4.05901783311291
CPT_56182 , Type 06 , depth<5: 3.97907190567568
CPT_56183 , Type 06 , depth<5: 4.4390074312384
CPT_56188 , Type 01 , No record found: CPT_56188
CPT_56191 , Type 01 , No record found: CPT_56191
CPT_56196 , Type 01 , No record found: CPT_56196
CPT_56197 , Type 01 , No record found: CPT_56197
CPT_56198 , Type 01 , No record found: CPT_56198
CPT_56199 , Type 01 , No record found: CPT_56199
CPT_5620 , Type 06 , depth<5: 3.78
CPT_56200 , Type 01 , No record found: CPT_56200
CPT_56201 , Type 01 , No record found: CPT_56201
CPT_56202 , Type 01 , No record found: CPT_56202
CPT_56203 , Type 01 , No record found: CPT_56203
CPT_56204 , Type 01 , No record found: CPT_56204
CPT_56205 , Type 01 , No record found: CPT_56205
CPT_56206 , Type 02 ,Duplicate location
CPT_56207 , Type 02 ,Duplicate location
CPT_56208 , Type 02 ,Duplicate location
CPT_56209 , Type 01 , No record found: CPT_56209
CPT_56210 , Type 02 ,Duplicate location
CPT_56211 , Type 01 , No record found: CPT_56211
CPT_56212 , Type 01 , No record found: CPT_56212
CPT_56213 , Type 01 , No record found: CPT_56213
CPT_56214 , Type 01 , No record found: CPT_56214
CPT_56215 , Type 02 ,Duplicate location
CPT_56216 , Type 02 ,Duplicate location
CPT_56217 , Type 02 ,Duplicate location
CPT_56222 , Type 05 , Repeated digit - investigating
CPT_56223 , Type 01 , No record found: CPT_56223
CPT_56224 , Type 06 , depth<5: 4.91913543971596
CPT_56226 , Type 01 , No record found: CPT_56226
CPT_56228 , Type 01 , No record found: CPT_56228
CPT_56230 , Type 01 , No record found: CPT_56230
CPT_56231 , Type 01 , No record found: CPT_56231
CPT_56232 , Type 01 , No record found: CPT_56232
CPT_56233 , Type 05 , Repeated digit - investigating
CPT_56234 , Type 05 , Repeated digit - investigating
CPT_56235 , Type 05 , Repeated digit - investigating
CPT_56236 , Type 05 , Repeated digit - investigating
CPT_56237 , Type 05 , Repeated digit - investigating
CPT_56238 , Type 02 ,Duplicate location
CPT_56239 , Type 05 , Repeated digit - investigating
CPT_56240 , Type 05 , Repeated digit - investigating
CPT_56241 , Type 05 , Repeated digit - investigating
CPT_56242 , Type 05 , Repeated digit - investigating
CPT_56243 , Type 05 , Repeated digit - investigating
CPT_56244 , Type 05 , Repeated digit - investigating
CPT_56245 , Type 05 , Repeated digit - investigating
CPT_56246 , Type 05 , Repeated digit - investigating
CPT_56258 , Type 06 , depth<5: 4.2
CPT_56287 , Type 02 ,Duplicate location
CPT_56288 , Type 02 ,Duplicate location
CPT_56290 , Type 02 ,Duplicate location
CPT_56294 , Type 06 , depth<5: 4.85
CPT_56297 , Type 01 , No record found: CPT_56297
CPT_5631 , Type 04 , negative value - discarding
CPT_56310 , Type 06 , depth<5: 1.05
CPT_56313 , Type 06 , depth<5: 4.6
CPT_56314 , Type 06 , depth<5: 1.9
CPT_56315 , Type 07 , depth range <5: 3.8000000000000003
CPT_5632 , Type 05 , Repeated digit - investigating
CPT_56322 , Type 05 , Repeated digit - investigating
CPT_56323 , Type 05 , Repeated digit - investigating
CPT_56324 , Type 05 , Repeated digit - investigating
CPT_56325 , Type 05 , Repeated digit - investigating
CPT_56326 , Type 05 , Repeated digit - investigating
CPT_56327 , Type 05 , Repeated digit - investigating
CPT_56328 , Type 05 , Repeated digit - investigating
CPT_5633 , Type 04 , negative value - discarding
CPT_5634 , Type 04 , negative value - discarding
CPT_56373 , Type 02 ,Duplicate location
CPT_56374 , Type 02 ,Duplicate location
CPT_56375 , Type 02 ,Duplicate location
CPT_56376 , Type 02 ,Duplicate location
CPT_56377 , Type 02 ,Duplicate location
CPT_56378 , Type 02 ,Duplicate location
CPT_56379 , Type 02 ,Duplicate location
CPT_56399 , Type 05 , Repeated digit - investigating
CPT_5640 , Type 04 , negative value - discarding
CPT_56400 , Type 05 , Repeated digit - investigating
CPT_56408 , Type 05 , Repeated digit - investigating
CPT_56423 , Type 05 , Repeated digit - investigating
CPT_56425 , Type 05 , Repeated digit - investigating
CPT_56446 , Type 05 , Repeated digit - investigating
CPT_56448 , Type 05 , Repeated digit - investigating
CPT_56449 , Type 05 , Repeated digit - investigating
CPT_5645 , Type 04 , negative value - discarding
CPT_56452 , Type 05 , Repeated digit - investigating
CPT_56454 , Type 05 , Repeated digit - investigating
CPT_56456 , Type 05 , Repeated digit - investigating
CPT_56457 , Type 05 , Repeated digit - investigating
CPT_56460 , Type 05 , Repeated digit - investigating
CPT_56464 , Type 05 , Repeated digit - investigating
CPT_56465 , Type 05 , Repeated digit - investigating
CPT_56469 , Type 05 , Repeated digit - investigating
CPT_56471 , Type 05 , Repeated digit - investigating
CPT_56472 , Type 05 , Repeated digit - investigating
CPT_56478 , Type 05 , Repeated digit - investigating
CPT_56479 , Type 05 , Repeated digit - investigating
CPT_56480 , Type 05 , Repeated digit - investigating
CPT_56482 , Type 05 , Repeated digit - investigating
CPT_5649 , Type 04 , negative value - discarding
CPT_56493 , Type 05 , Repeated digit - investigating
CPT_56495 , Type 05 , Repeated digit - investigating
CPT_56496 , Type 05 , Repeated digit - investigating
CPT_5650 , Type 05 , Repeated digit - investigating
CPT_56500 , Type 05 , Repeated digit - investigating
CPT_5651 , Type 05 , Repeated digit - investigating
CPT_56513 , Type 05 , Repeated digit - investigating
CPT_56518 , Type 05 , Repeated digit - investigating
CPT_5652 , Type 04 , negative value - discarding
CPT_56529 , Type 05 , Repeated digit - investigating
CPT_5653 , Type 05 , Repeated digit - investigating
CPT_56530 , Type 05 , Repeated digit - investigating
CPT_56531 , Type 05 , Repeated digit - investigating
CPT_56539 , Type 05 , Repeated digit - investigating
CPT_56552 , Type 06 , depth<5: 4.29
CPT_56553 , Type 06 , depth<5: 1.92
CPT_5656 , Type 05 , Repeated digit - investigating
CPT_56565 , Type 06 , depth<5: 2.87
CPT_566 , Type 06 , depth<5: 2.17
CPT_5661 , Type 05 , Repeated digit - investigating
CPT_56630 , Type 05 , Repeated digit - investigating
CPT_56631 , Type 05 , Repeated digit - investigating
CPT_56632 , Type 05 , Repeated digit - investigating
CPT_56634 , Type 05 , Repeated digit - investigating
CPT_56635 , Type 05 , Repeated digit - investigating
CPT_5664 , Type 05 , Repeated digit - investigating
CPT_5665 , Type 06 , depth<5: 2.74
CPT_56696 , Type 02 ,Duplicate location
CPT_56698 , Type 02 ,Duplicate location
CPT_56699 , Type 02 ,Duplicate location
CPT_56700 , Type 02 ,Duplicate location
CPT_56702 , Type 02 ,Duplicate location
CPT_56708 , Type 05 , Repeated digit - investigating
CPT_5671 , Type 06 , depth<5: 2.68
CPT_56729 , Type 06 , depth<5: 4.48
CPT_56736 , Type 05 , Repeated digit - investigating
CPT_5674 , Type 05 , Repeated digit - investigating
CPT_56740 , Type 05 , Repeated digit - investigating
CPT_5675 , Type 06 , depth<5: 2.44
CPT_5676 , Type 06 , depth<5: 4.94
CPT_56761 , Type 06 , depth<5: 3.92
CPT_56762 , Type 06 , depth<5: 2.66
CPT_56765 , Type 06 , depth<5: 4.66
CPT_56768 , Type 06 , depth<5: 2.68
CPT_56769 , Type 05 , Repeated digit - investigating
CPT_5677 , Type 06 , depth<5: 2.76
CPT_56784 , Type 05 , Repeated digit - investigating
CPT_56785 , Type 05 , Repeated digit - investigating
CPT_56788 , Type 05 , Repeated digit - investigating
CPT_56789 , Type 05 , Repeated digit - investigating
CPT_5679 , Type 05 , Repeated digit - investigating
CPT_56790 , Type 05 , Repeated digit - investigating
CPT_56791 , Type 05 , Repeated digit - investigating
CPT_56792 , Type 05 , Repeated digit - investigating
CPT_56793 , Type 05 , Repeated digit - investigating
CPT_5680 , Type 05 , Repeated digit - investigating
CPT_56820 , Type 05 , Repeated digit - investigating
CPT_56821 , Type 05 , Repeated digit - investigating
CPT_56822 , Type 05 , Repeated digit - investigating
CPT_56825 , Type 05 , Repeated digit - investigating
CPT_56827 , Type 05 , Repeated digit - investigating
CPT_56836 , Type 06 , depth<5: 4.2
CPT_56837 , Type 06 , depth<5: 4.82
CPT_56840 , Type 06 , depth<5: 3.54
CPT_56841 , Type 06 , depth<5: 2.16
CPT_56842 , Type 06 , depth<5: 2.91
CPT_56843 , Type 06 , depth<5: 2.02
CPT_56844 , Type 06 , depth<5: 3.6
CPT_56845 , Type 06 , depth<5: 2.16
CPT_5685 , Type 06 , depth<5: 4.26
CPT_56876 , Type 06 , depth<5: 3.0
CPT_56879 , Type 06 , depth<5: 3.0
CPT_56881 , Type 02 ,Duplicate location
CPT_56882 , Type 02 ,Duplicate location
CPT_56883 , Type 02 ,Duplicate location
CPT_56884 , Type 02 ,Duplicate location
CPT_56885 , Type 02 ,Duplicate location
CPT_56886 , Type 02 ,Duplicate location
CPT_56887 , Type 05 , Repeated digit - investigating
CPT_56888 , Type 05 , Repeated digit - investigating
CPT_56889 , Type 05 , Repeated digit - investigating
CPT_56890 , Type 05 , Repeated digit - investigating
CPT_56891 , Type 05 , Repeated digit - investigating
CPT_56892 , Type 02 ,Duplicate location
CPT_56897 , Type 05 , Repeated digit - investigating
CPT_56910 , Type 05 , Repeated digit - investigating
CPT_56921 , Type 05 , Repeated digit - investigating
CPT_56930 , Type 05 , Repeated digit - investigating
CPT_56938 , Type 05 , Repeated digit - investigating
CPT_56939 , Type 05 , Repeated digit - investigating
CPT_56946 , Type 05 , Repeated digit - investigating
CPT_56947 , Type 05 , Repeated digit - investigating
CPT_56948 , Type 05 , Repeated digit - investigating
CPT_56949 , Type 05 , Repeated digit - investigating
CPT_56950 , Type 02 ,Duplicate location
CPT_56951 , Type 05 , Repeated digit - investigating
CPT_5696 , Type 05 , Repeated digit - investigating
CPT_56961 , Type 05 , Repeated digit - investigating
CPT_56965 , Type 01 , No record found: CPT_56965
CPT_56967 , Type 02 ,Duplicate location
CPT_56968 , Type 06 , depth<5: 3.65899788859149
CPT_56969 , Type 01 , No record found: CPT_56969
CPT_56970 , Type 05 , Repeated digit - investigating
CPT_56971 , Type 01 , No record found: CPT_56971
CPT_56973 , Type 01 , No record found: CPT_56973
CPT_56976 , Type 01 , No record found: CPT_56976
CPT_56978 , Type 06 , depth<5: 3.749997
CPT_5698 , Type 07 , depth range <5: 3.6399999999999997
CPT_56981 , Type 06 , depth<5: 1.76899095969872
CPT_56982 , Type 02 ,Duplicate location
CPT_56984 , Type 06 , depth<5: 2.14901978379091
CPT_56985 , Type 02 ,Duplicate location
CPT_56986 , Type 06 , depth<5: 2.42900426188401
CPT_56987 , Type 06 , depth<5: 3.20900527184475
CPT_56988 , Type 05 , Repeated digit - investigating
CPT_56990 , Type 05 , Repeated digit - investigating
CPT_56991 , Type 05 , Repeated digit - investigating
CPT_56992 , Type 05 , Repeated digit - investigating
CPT_56993 , Type 05 , Repeated digit - investigating
CPT_56994 , Type 05 , Repeated digit - investigating
CPT_56995 , Type 05 , Repeated digit - investigating
CPT_56996 , Type 05 , Repeated digit - investigating
CPT_56997 , Type 05 , Repeated digit - investigating
CPT_56999 , Type 02 ,Duplicate location
CPT_5700 , Type 07 , depth range <5: 3.7
CPT_57002 , Type 02 ,Duplicate location
CPT_57004 , Type 02 ,Duplicate location
CPT_57005 , Type 05 , Repeated digit - investigating
CPT_57015 , Type 02 ,Duplicate location
CPT_5702 , Type 05 , Repeated digit - investigating
CPT_5703 , Type 05 , Repeated digit - investigating
CPT_57037 , Type 06 , depth<5: 1.6
CPT_57050 , Type 06 , depth<5: 2.19
CPT_57051 , Type 06 , depth<5: 1.05
CPT_57052 , Type 06 , depth<5: 2.06
CPT_57053 , Type 06 , depth<5: 1.1
CPT_57054 , Type 06 , depth<5: 1.62
CPT_57055 , Type 06 , depth<5: 1.25
CPT_57059 , Type 05 , Repeated digit - investigating
CPT_5706 , Type 06 , depth<5: 4.1
CPT_57060 , Type 06 , depth<5: 4.01
CPT_57063 , Type 06 , depth<5: 1.94900226486696
CPT_57069 , Type 06 , depth<5: 4.43
CPT_5707 , Type 06 , depth<5: 4.62
CPT_5709 , Type 02 ,Duplicate location
CPT_57096 , Type 05 , Repeated digit - investigating
CPT_5710 , Type 02 ,Duplicate location
CPT_57108 , Type 05 , Repeated digit - investigating
CPT_5711 , Type 02 ,Duplicate location
CPT_5712 , Type 02 ,Duplicate location
CPT_57121 , Type 05 , Repeated digit - investigating
CPT_57122 , Type 05 , Repeated digit - investigating
CPT_5722 , Type 05 , Repeated digit - investigating
CPT_5723 , Type 05 , Repeated digit - investigating
CPT_5725 , Type 05 , Repeated digit - investigating
CPT_57250 , Type 06 , depth<5: 3.62889116210547
CPT_57263 , Type 05 , Repeated digit - investigating
CPT_57264 , Type 05 , Repeated digit - investigating
CPT_57289 , Type 05 , Repeated digit - investigating
CPT_57290 , Type 05 , Repeated digit - investigating
CPT_57291 , Type 05 , Repeated digit - investigating
CPT_57292 , Type 05 , Repeated digit - investigating
CPT_57315 , Type 06 , depth<5: 4.6
CPT_57316 , Type 07 , depth range <5: 4.52
CPT_57317 , Type 06 , depth<5: 4.78
CPT_57318 , Type 06 , depth<5: 4.76
CPT_57375 , Type 05 , Repeated digit - investigating
CPT_57376 , Type 05 , Repeated digit - investigating
CPT_57409 , Type 01 , No record found: CPT_57409
CPT_57410 , Type 01 , No record found: CPT_57410
CPT_57413 , Type 05 , Repeated digit - investigating
CPT_57414 , Type 05 , Repeated digit - investigating
CPT_57415 , Type 01 , No record found: CPT_57415
CPT_57416 , Type 01 , No record found: CPT_57416
CPT_57418 , Type 01 , No record found: CPT_57418
CPT_57419 , Type 01 , No record found: CPT_57419
CPT_57420 , Type 01 , No record found: CPT_57420
CPT_57421 , Type 01 , No record found: CPT_57421
CPT_57423 , Type 01 , No record found: CPT_57423
CPT_57424 , Type 01 , No record found: CPT_57424
CPT_57425 , Type 01 , No record found: CPT_57425
CPT_57426 , Type 01 , No record found: CPT_57426
CPT_57427 , Type 01 , No record found: CPT_57427
CPT_57428 , Type 01 , No record found: CPT_57428
CPT_57429 , Type 01 , No record found: CPT_57429
CPT_57430 , Type 01 , No record found: CPT_57430
CPT_57431 , Type 01 , No record found: CPT_57431
CPT_57483 , Type 05 , Repeated digit - investigating
CPT_57494 , Type 05 , Repeated digit - investigating
CPT_57502 , Type 05 , Repeated digit - investigating
CPT_57505 , Type 05 , Repeated digit - investigating
CPT_57506 , Type 05 , Repeated digit - investigating
CPT_57507 , Type 05 , Repeated digit - investigating
CPT_57509 , Type 05 , Repeated digit - investigating
CPT_57518 , Type 05 , Repeated digit - investigating
CPT_57535 , Type 01 , No record found: CPT_57535
CPT_57536 , Type 01 , No record found: CPT_57536
CPT_57537 , Type 01 , No record found: CPT_57537
CPT_57543 , Type 05 , Repeated digit - investigating
CPT_57544 , Type 01 , No record found: CPT_57544
CPT_57546 , Type 01 , No record found: CPT_57546
CPT_57547 , Type 05 , Repeated digit - investigating
CPT_57549 , Type 01 , No record found: CPT_57549
CPT_57551 , Type 05 , Repeated digit - investigating
CPT_57552 , Type 01 , No record found: CPT_57552
CPT_57554 , Type 01 , No record found: CPT_57554
CPT_57556 , Type 05 , Repeated digit - investigating
CPT_57561 , Type 01 , No record found: CPT_57561
CPT_57565 , Type 01 , No record found: CPT_57565
CPT_57567 , Type 01 , No record found: CPT_57567
CPT_57572 , Type 01 , No record found: CPT_57572
CPT_57577 , Type 01 , No record found: CPT_57577
CPT_57645 , Type 07 , depth range <5: 4.16
CPT_57647 , Type 05 , Repeated digit - investigating
CPT_57651 , Type 01 , No record found: CPT_57651
CPT_57652 , Type 01 , No record found: CPT_57652
CPT_57653 , Type 01 , No record found: CPT_57653
CPT_57654 , Type 01 , No record found: CPT_57654
CPT_57655 , Type 01 , No record found: CPT_57655
CPT_57656 , Type 01 , No record found: CPT_57656
CPT_57657 , Type 01 , No record found: CPT_57657
CPT_57658 , Type 01 , No record found: CPT_57658
CPT_57659 , Type 01 , No record found: CPT_57659
CPT_57660 , Type 01 , No record found: CPT_57660
CPT_57661 , Type 01 , No record found: CPT_57661
CPT_57662 , Type 01 , No record found: CPT_57662
CPT_57663 , Type 01 , No record found: CPT_57663
CPT_57678 , Type 01 , No record found: CPT_57678
CPT_57680 , Type 01 , No record found: CPT_57680
CPT_57681 , Type 01 , No record found: CPT_57681
CPT_57682 , Type 01 , No record found: CPT_57682
CPT_57683 , Type 01 , No record found: CPT_57683
CPT_57684 , Type 01 , No record found: CPT_57684
